# Global Ocean Last Interglacial Sea Surface Temperature Reconstructions
#----------------------------------------------------------------------- 
#                World Data Service for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------------------------- 
# Template Version 3.0
# Encoding: UTF-8
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
# Online_Resource: https://www.ncdc.noaa.gov/paleo/study/26851 
#       Description: NOAA Landing Page
# Online_Resource: https://www1.ncdc.noaa.gov/pub/data/paleo/reconstructions/turney2021/turney2021lig-sst-jja.txt
#       Description: NOAA location of the template
#
# Original_Source_URL:  
#       Description:
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Climate Reconstructions
#
# Dataset DOI: 
#
# Parameter_Keywords: sea surface temperature
#--------------------
# Contribution_Date
#	Date: 2019-07-03
#--------------------
# File_Last_Modified_Date
#	Date: 2020-10-27 
#--------------------
# Title
# 	Study_Name: Global Ocean Last Interglacial Sea Surface Temperature Reconstructions
#--------------------
# Investigators
#	Investigators: Turney, C.S.M; Jones, R.T.; McKay, N.P.; van Sebille, E.; Thomas, Z.A.; Hillenbrand, C.-D.; Fogwill, C.J.
#--------------------
# Description_Notes_and_Keywords
#	Description: Compilation of published sea surface temperature reconstructions for the Last Interglacial 
#	interval (LIG; ~129,000-116,000 years before present). 
#	Version: 14 October 2020 (replaces 11 December 2019 and 3 July 2019 versions)
#	Reconstructions of Last Interglacial annual (189 sites), December-January-February (DJF; 99 sites), 
#	and June-July-August (JJA; 92 sites) SST's, plus maximum annual SST estimates during the early LIG 
#	(129-124 ka; 189 sites), and comparison of annual SST estimates for the early LIG (129-124 ka)  
#	with late Marine Isotope Stage 6 (140-135 kyr) (54 sites). 
#	For the DJF estimates, we have assumed a thermal equator of 5 degrees North, 
#	where sites above this latitude 'Summer' = JJA, and 'Winter' = DJF
#	Sites south of this line have 'Summer' (warmer temps) = DJF and 'Winter' (cooler temps) = JJA
# 
#	Notes: ***Drift correction has not been applied to the two coral sites  
#	***Drift correction could not be applied to four sites in a land box when located using OFES.
#
# 						
# Sheet 1. Early and average LIG annual sea surface temperatures (global and latitudinal averages) and thermal expansion contribution to Global Mean Sea Level 						
# 						
# Early max annual SSTs, C 	Global Average SST	Tropics (-23.5 to 23.5)	North of 45N	South of 45S	North of 50N	South of 50S
# Uncorrected	0.9	0.1	3.2	1.5	3.8	3.7
# 30-day drift	0.9	0.1	2.8	2.1	3.2	3.7
# Uncertainty (1sd)	0.1	0.2	0.4	0.3	0.4	1.1
# 						
# Annual SSTs, C 	Global Average SST	Tropics (-23.5 to 23.5)	North of 45N	South of 45S	North of 50N	South of 50S
# Uncorrected	0.2	-0.3	2.0	0.2	2.8	2.7
# 30-day drift	0.2	-0.3	1.5	0.8	2.3	2.7
# Uncertainty (1sd)	0.1	0.2	0.4	0.3	0.4	1.1
# 						
# Ocean thermal expansion, m	Max annual SST, early LIG	Mean annual SST				
# Uncorrected	0.36	0.05				
# 30-day drift	0.39	0.08				
# Uncertainty (1sd)	0.10	0.10				
# 
#--------------------
# Publication 
#	Authors: Chris S.M. Turney, Richard T. Jones, Nicholas P. McKay, Erik van Sebille, Zoë A. Thomas, Claus-Dieter Hillenbrand, Christopher J. Fogwill
#	Published_Date_or_Year: 2021 in press     
#	Published_Title: A global mean sea-surface temperature dataset for the Last Interglacial (129-116 kyr) and contribution of thermal expansion to sea-level change
#	Journal_Name: Earth System Science Data 
#	Volume: 
#	Edition: 
#	Issue: 
#	Pages:
#	Report_Number: 
#	DOI: 
#	Online_Resource: 
#	Full_Citation: 
#	Abstract: A valuable analogue for assessing Earth's sensitivity to warming is the Last Interglacial (LIG; 129-116 kyr), when global temperatures (0-+2 C) and mean sea level (+6-11 m) were higher than today. The direct contribution of warmer conditions to global sea level (thermosteric) are uncertain. We report here a global network of LIG sea surface temperatures (SST) obtained from various published temperature proxies (e.g. faunal/floral assemblages, Mg/Ca ratios of calcareous plankton, alkenone UK'37). Each reconstruction is averaged across the LIG (anomalies relative to 1981-2010), corrected for ocean drift and with varying seasonality (189 annual, 99 December-February, and 92 June-August records). We summarise the current limitations of SST reconstructions for the LIG and the spatial temperature features of a naturally warmer world. Because of local d18O seawater changes, uncertainty in the age models of marine cores, and differences in sampling resolution and/or sedimentation rates, the reconstructions are restricted to mean conditions. To avoid bias towards individual LIG SSTs based on only a single (and potentially erroneous) measurement or a single interpolated data point, here we average across the entire LIG. To investigate the sensitivity of the reconstruction to high temperatures, we also report maximum values during the first 5 ka of the LIG (129-124 kyr). The global dataset provides a remarkably coherent pattern of higher SST increases at polar latitudes than in the tropics, with comparable estimates between different SST proxies. We report mean global annual SST anomalies of 0.2 ± 0.1 C and a maximum of 0.9 ± 0.2 C respectively. Using the reconstructed SSTs suggests a mean thermosteric sea level rise of 0.01 ± 0.1 m and a maximum of 0.13 ± 0.1 m respectively. The data provide an important natural baseline for a warmer world, constraining the contributions of Greenland and Antarctic ice sheets to global sea level during a geographically widespread expression of high sea level, and can be used to test the next inter-comparison of models for projecting future climate change.
#------------------
# Funding_Agency 
#	Funding_Agency_Name: 
#	Grant: 
#------------------
# Site_Information 
#	Site_Name: Global Ocean 
#	Location: Global
#	Country:  
#	Northernmost_Latitude: 90
# 	Southernmost_Latitude: -80
# 	Easternmost_Longitude: 180
# 	Westernmost_Longitude: -180
# 	Elevation:  0 m
#------------------
# Data_Collection   
#	Collection_Name: Turney2021LIGSST
#	Earliest_Year: 129000
#	Most_Recent_Year: 116000
#	Time_Unit: Cal. Year BP
#	Core_Length: 
#	Notes: 
#------------------
# Chronology_Information
#	Chronology: 
# 	
#----------------	
Site Name/Core	Latitude (decimal)	Longitude  (decimal)	Method of temperature estimate	LIG JJA temp estimate	±1 sd	Number of datapoints contributing to SST estimate	30 days mean temp along trajectory minus mean temp at site	SST 1981-2010 JJA ('Modern')	JJA LIG - modern (no drift) 	±1 sd	JJA LIG - modern - 30-day drift	±1 sd	References
V19-53	-17.02	-113.52	 Planktonic Foraminifera Assemblage  (Transfer Function)	27.2	3.0	3	-0.1	24.2	2.99	3.00	3.07	3.00	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
Y71-6-12	-16.45	-77.57	Radiolaria   Assemblage  (Transfer Function)	17.9	1.5	12	0.4	18.2	-0.30	1.50	-0.72	1.50	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
RC17-98	-13.22	65.62	 Planktonic Foraminifera Assemblage  (Transfer Function)	25.3	1.3	6	0.3	25.6	-0.26	1.30	-0.56	1.30	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
V22-174	-10.07	-12.82	 Planktonic Foraminifera Assemblage  (Transfer Function)	23.7	1.3	15	0.2	24.9	-1.18	1.30	-1.41	1.30	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
V22-38	-9.55	-34.25	 Planktonic Foraminifera Assemblage  (Transfer Function)	24.9	2.0	12	-0.4	26.7	-1.83	2.00	-1.44	2.00	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
RC11-230	-8.80	-110.80	Radiolaria   Assemblage  (Transfer Function)	26.1	2.4	6	-0.6	25.5	0.63	2.40	1.19	2.40	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
GeoB 2204	-8.53	-34.02	 Planktonic Foraminifera Assemblage  (Modern Analogue Technique)	25.6	0.7	6	-0.9	26.9	-1.29	0.70	-0.37	0.70	Hale, W. & Pflaumann, U. in Use of Proxies in Paleoceanography 69-90, Springer (1999)
RC24-16	-5.04	-10.19	 Planktonic Foraminifera Assemblage  (Transfer Function)	23.6	1.3	6	-0.8	25.2	-1.60	1.25	-0.76	1.25	McIntyre, A., Ruddiman, W. F., Karlin, K. & Mix, A. C. Surface water response of the equatorial Atlantic Ocean to orbital forcing. Paleoceanography 4, 19-55 (1989); Imbrie, J., McIntyre, A. & Mix, A. in Climate and Geosciences, 121-164 (Springer, 1989)
V19-29	-3.57	-83.93	Radiolaria   Assemblage  (Transfer Function)	20.0	1.6	12	1.4	21.2	-1.20	1.60	-2.59	1.60	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
V25-56	-3.55	-35.23	 Planktonic Foraminifera Assemblage  (Revised Analog Method)	26.1	1.5	10	-0.9	27.3	-1.15	1.50	-0.25	1.50	Waelbroeck, C., Labeyrie, L., Duplessy, J. C., Guiot, J., Labracherie, M., Leclaire, H., & Duprat, J. Improving past sea surface temperature estimates based on planktonic fossil faunas. Paleoceanography and Paleoclimatology, 13(3), 272-283 (1998)
RC13-205	-2.28	5.18	 Planktonic Foraminifera Assemblage  (Transfer Function)	23.2	1.5	5	2.2	23.7	-0.58	1.50	-2.76	1.50	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
V22-182	-0.55	-17.27	Coccolithophore Assemblage  (Transfer Function)	23.9	2.0	6	2.4	24.8	-0.93	2.00	-3.31	2.00	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
A180-73	0.00	-0.38	 Planktonic Foraminifera Assemblage  (Transfer Function)	25.0	1.0	3	3.3	25.6	-0.56	1.00	-3.84	1.00	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
V30-40	0.22	-23.07	 Planktonic Foraminifera Assemblage  (Transfer Function)	21.6	1.5	15	1.5	26.1	-4.54	1.50	-6.07	1.50	McIntyre, A., Ruddiman, W. F., Karlin, K. & Mix, A. C. Surface water response of the equatorial Atlantic Ocean to orbital forcing. Paleoceanography 4, 19-55 (1989); Imbrie, J., McIntyre, A. & Mix, A. in Climate and Geosciences, 121-164 (Springer, 1989)
RC10-65	0.68	-108.62	Radiolaria   Assemblage  (Transfer Function)	23.6	1.8	6	3.2	24.1	-0.53	1.80	-3.71	1.80	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
V28-238	1.02	160.48	 Planktonic Foraminifera Assemblage  (Transfer Function)	27.1	2.5	18	-0.3	29.4	-2.32	2.50	-2.06	2.50	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
V25-59	1.22	-33.29	 Planktonic Foraminifera Assemblage  (Revised Analog Method)	23.6	0.8	42	-0.4	27.5	-3.86	0.80	-3.50	0.80	Waelbroeck, C., Labeyrie, L., Duplessy, J. C., Guiot, J., Labracherie, M., Leclaire, H., & Duprat, J. Improving past sea surface temperature estimates based on planktonic fossil faunas. Paleoceanography and Paleoclimatology, 13(3), 272-283 (1998)
RC11-210	1.82	-140.05	Radiolaria   Assemblage  (Transfer Function)	24.6	1.8	7	0.5	26.7	-2.13	1.80	-2.60	1.80	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
GeoB 1523-1	3.83	-41.62	 Planktonic Foraminifera Assemblage (Modern Analogue Technique)	25.6	1.0	22	-1.2	28.0	-2.39	1.00	-1.17	1.00	Wolff, T., Grieger, B., Hale, W., Dürkoop, A., Mulitza, S., Pätzold, J., & Wefer, G. On the reconstruction of paleosalinities. In Use of Proxies in Paleoceanography (pp. 207-228). Springer, Berlin, Heidelberg (1999)
V29-29	5.12	77.58	 Planktonic Foraminifera Assemblage  (Transfer Function)	27.1	1.1	4	-0.9	28.4	-1.31	1.10	-0.40	1.10	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
RC12-339	9.13	90.03	 Planktonic Foraminifera Assemblage  (Transfer Function)	26.7	1.1	10	-0.6	28.7	-2.04	1.10	-1.40	1.10	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
V28-127	11.65	-80.13	 Planktonic Foraminifera Assemblage  (Transfer Function)	28.3	1.4	10	-1.0	28.5	-0.23	1.40	0.72	1.40	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
MD97-2142	12.69	119.47	 Planktonic Foraminifera Assemblage  (Transfer Function)	29.0	1.4	6	-2.4	29.4	-0.34	1.40	2.06	1.40	Chen, M.-T. et al. 500 000-Year records of carbonate, organic carbon, and foraminiferal sea-surface temperature from the southeastern South China Sea (near Palawan Island). Palaeogeography, Palaeoclimatology, Palaeoecology 197, 113-131 (2003).
V22-196	13.83	-18.97	 Planktonic Foraminifera Assemblage  (Transfer Function)	27.4	1.4	6	1.0	27.3	0.14	1.40	-0.87	1.40	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
GIK17954-2	14.80	111.53	 Planktonic Foraminifera Assemblage  (Transfer Function)	29.2	1.5	4	0.2	29.2	0.04	1.50	-0.15	1.50	Wang, L. et al. East Asian monsoon climate during the Late Pleistocene: highresolution sediment records from the South China Sea. Marine Geology 156, 245-284 (1999).
V34-88	16.52	59.53	 Planktonic Foraminifera Assemblage  (Transfer Function)	25.9	1.3	12	-0.6	26.1	-0.23	1.30	0.33	1.30	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
V12-122	17.00	-74.40	 Planktonic Foraminifera Assemblage  (Transfer Function)	26.8	1.7	7	-1.1	28.5	-1.73	1.70	-0.62	1.70	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
M35027-1	17.65	-67.17	 Planktonic Foraminifera Assemblage (Modern Analogue Technique)	25.8	1.0	20	-0.9	28.5	-2.71	1.00	-1.80	1.00	Hüls, M. & Zahn, R. Millennial-scale sea surface temperature variability in the western tropical North Atlantic from planktonic foraminiferal census counts. Paleoceanography 15, 659-678 (2000)
V30-49	18.43	-21.08	 Planktonic Foraminifera Assemblage  (Transfer Function)	24.5	1.5	15	-0.5	24.0	0.48	1.50	0.93	1.50	McIntyre, A., Ruddiman, W. F., Karlin, K. & Mix, A. C. Surface water response of the equatorial Atlantic Ocean to orbital forcing. Paleoceanography 4, 19-55 (1989); Imbrie, J., McIntyre, A. & Mix, A. in Climate and Geosciences, 121-164 (Springer, 1989)
TR126-23	20.48	-95.62	 Planktonic Foraminifera Assemblage  (Transfer Function)	28.5	0.9	6	-0.5	28.9	-0.40	0.90	0.14	0.90	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
ODP 658	20.75	-18.58	 Planktonic Foraminifera Assemblage (Modern Analogue Technique)	20.8	1.5	14	0.3	22.8	-2.05	1.50	-2.33	1.50	Eglinton, G. et al. Molecular record of secular sea surface temperature changes on 100-year timescales for glacial terminations I, II and IV. Nature 356, 423-426 (1992)
TR126-29	21.33	-93.95	 Planktonic Foraminifera Assemblage  (Transfer Function)	28.1	0.9	10	-0.6	28.9	-0.81	0.90	-0.24	0.90	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
M12392-1	25.17	-16.85	 Planktonic Foraminifera Assemblage  (Transfer Function)	21.1	1.1	3	-0.5	22.0	-0.95	1.10	-0.50	1.10	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
V25-21	26.40	-45.45	 Planktonic Foraminifera Assemblage  (Transfer Function)	26.2	1.5	5	-0.2	26.4	-0.18	1.50	0.01	1.50	Imbrie, J., McIntyre, A. & Mix, A. in Climate and Geosciences, 121-164 (Springer, 1989)
GIK15637	27.01	-18.99	 Planktonic Foraminifera Assemblage (Modern Analogue Technique)	23.0	1.5	13	-0.3	22.9	0.15	1.50	0.45	1.50	Kiefer, T. Produktivität und Temperaturen im subtropischen Nordatlantik: zyklische und abrupte Veränderungen im späten Quartär PhD thesis, Christian-Albrechts-Universität (1998)
