# Global Ocean Last Interglacial Sea Surface Temperature Reconstructions
#----------------------------------------------------------------------- 
#                World Data Service for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------------------------- 
# Template Version 3.0
# Encoding: UTF-8
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
# Online_Resource: https://www.ncdc.noaa.gov/paleo/study/26851 
#       Description: NOAA Landing Page
# Online_Resource: https://www1.ncdc.noaa.gov/pub/data/paleo/reconstructions/turney2021/turney2021lig-sst-djf.txt
#       Description: NOAA location of the template
#
# Original_Source_URL:  
#       Description:
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Climate Reconstructions
#
# Dataset DOI: 
#
# Parameter_Keywords: sea surface temperature
#--------------------
# Contribution_Date
#	Date: 2019-07-03
#--------------------
# File_Last_Modified_Date
#	Date: 2020-10-27 
#--------------------
# Title
# 	Study_Name: Global Ocean Last Interglacial Sea Surface Temperature Reconstructions
#--------------------
# Investigators
#	Investigators: Turney, C.S.M; Jones, R.T.; McKay, N.P.; van Sebille, E.; Thomas, Z.A.; Hillenbrand, C.-D.; Fogwill, C.J.
#--------------------
# Description_Notes_and_Keywords
#	Description: Compilation of published sea surface temperature reconstructions for the Last Interglacial 
#	interval (LIG; ~129,000-116,000 years before present). 
#	Version: 14 October 2020 (replaces 11 December 2019 and 3 July 2019 versions)
#	Reconstructions of Last Interglacial annual (189 sites), December-January-February (DJF; 99 sites), 
#	and June-July-August (JJA; 92 sites) SST's, plus maximum annual SST estimates during the early LIG 
#	(129-124 ka; 189 sites), and comparison of annual SST estimates for the early LIG (129-124 ka)  
#	with late Marine Isotope Stage 6 (140-135 kyr) (54 sites). 
#	For the DJF estimates, we have assumed a thermal equator of 5 degrees North, 
#	where sites above this latitude 'Summer' = JJA, and 'Winter' = DJF
#	Sites south of this line have 'Summer' (warmer temps) = DJF and 'Winter' (cooler temps) = JJA
# 
#	Notes: ***Drift correction has not been applied to the two coral sites  
#	***Drift correction could not be applied to four sites in a land box when located using OFES.
#
# 						
# Sheet 1. Early and average LIG annual sea surface temperatures (global and latitudinal averages) and thermal expansion contribution to Global Mean Sea Level 						
# 						
# Early max annual SSTs, C 	Global Average SST	Tropics (-23.5 to 23.5)	North of 45N	South of 45S	North of 50N	South of 50S
# Uncorrected	0.9	0.1	3.2	1.5	3.8	3.7
# 30-day drift	0.9	0.1	2.8	2.1	3.2	3.7
# Uncertainty (1sd)	0.1	0.2	0.4	0.3	0.4	1.1
# 						
# Annual SSTs, C 	Global Average SST	Tropics (-23.5 to 23.5)	North of 45N	South of 45S	North of 50N	South of 50S
# Uncorrected	0.2	-0.3	2.0	0.2	2.8	2.7
# 30-day drift	0.2	-0.3	1.5	0.8	2.3	2.7
# Uncertainty (1sd)	0.1	0.2	0.4	0.3	0.4	1.1
# 						
# Ocean thermal expansion, m	Max annual SST, early LIG	Mean annual SST				
# Uncorrected	0.36	0.05				
# 30-day drift	0.39	0.08				
# Uncertainty (1sd)	0.10	0.10				
# 
#--------------------
# Publication 
#	Authors: Chris S.M. Turney, Richard T. Jones, Nicholas P. McKay, Erik van Sebille, Zoë A. Thomas, Claus-Dieter Hillenbrand, Christopher J. Fogwill
#	Published_Date_or_Year: 2021 in press     
#	Published_Title: A global mean sea-surface temperature dataset for the Last Interglacial (129-116 kyr) and contribution of thermal expansion to sea-level change
#	Journal_Name: Earth System Science Data 
#	Volume: 
#	Edition: 
#	Issue: 
#	Pages:
#	Report_Number: 
#	DOI: 
#	Online_Resource: 
#	Full_Citation: 
#	Abstract: A valuable analogue for assessing Earth's sensitivity to warming is the Last Interglacial (LIG; 129-116 kyr), when global temperatures (0-+2 C) and mean sea level (+6-11 m) were higher than today. The direct contribution of warmer conditions to global sea level (thermosteric) are uncertain. We report here a global network of LIG sea surface temperatures (SST) obtained from various published temperature proxies (e.g. faunal/floral assemblages, Mg/Ca ratios of calcareous plankton, alkenone UK'37). Each reconstruction is averaged across the LIG (anomalies relative to 1981-2010), corrected for ocean drift and with varying seasonality (189 annual, 99 December-February, and 92 June-August records). We summarise the current limitations of SST reconstructions for the LIG and the spatial temperature features of a naturally warmer world. Because of local d18O seawater changes, uncertainty in the age models of marine cores, and differences in sampling resolution and/or sedimentation rates, the reconstructions are restricted to mean conditions. To avoid bias towards individual LIG SSTs based on only a single (and potentially erroneous) measurement or a single interpolated data point, here we average across the entire LIG. To investigate the sensitivity of the reconstruction to high temperatures, we also report maximum values during the first 5 ka of the LIG (129-124 kyr). The global dataset provides a remarkably coherent pattern of higher SST increases at polar latitudes than in the tropics, with comparable estimates between different SST proxies. We report mean global annual SST anomalies of 0.2 ± 0.1 C and a maximum of 0.9 ± 0.2 C respectively. Using the reconstructed SSTs suggests a mean thermosteric sea level rise of 0.01 ± 0.1 m and a maximum of 0.13 ± 0.1 m respectively. The data provide an important natural baseline for a warmer world, constraining the contributions of Greenland and Antarctic ice sheets to global sea level during a geographically widespread expression of high sea level, and can be used to test the next inter-comparison of models for projecting future climate change.
#------------------
# Funding_Agency 
#	Funding_Agency_Name: 
#	Grant: 
#------------------
# Site_Information 
#	Site_Name: Global Ocean 
#	Location: Global
#	Country:  
#	Northernmost_Latitude: 90
# 	Southernmost_Latitude: -80
# 	Easternmost_Longitude: 180
# 	Westernmost_Longitude: -180
# 	Elevation:  0 m
#------------------
# Data_Collection   
#	Collection_Name: Turney2021LIGSST
#	Earliest_Year: 129000
#	Most_Recent_Year: 116000
#	Time_Unit: Cal. Year BP
#	Core_Length: 
#	Notes: 
#------------------
# Chronology_Information
#	Chronology: 
# 	
#----------------	
Site Name/Core	Latitude (decimal)	Longitude (decimal)	Method of temperature estimate	LIG DJF temp estimate	±1 sd	Number of datapoints contributing to SST estimate	30 days mean temp along trajectory minus mean temp at site	SST 1981-2010 DJF ('Modern')	DJF LIG - modern (no drift) 	±1 sd	DJF LIG - modern - 30-day drift	±1 sd	References
PS2082-1 (PS18/238)	-43.22	11.74	Radiolaria   Assemblage  (Transfer Function)	13.0	1.2	3	-1.3	10.7	2.30	1.20	3.61	1.20	Brathauer, U. & Abelmann, A. Late Quaternary variations in sea surface temperatures and their relationship to orbital forcing recorded in the Southern Ocean (Atlantic sector). Paleoceanography 14, 135-148 (1999); Brathauer, U. Rekonstruktion quartärer Klimaänderungen im atlantischen Sektor des Su¨dpolarmeeres anhand von Radiolarien= Radiolarians as indicators for Quaternary climatic changes in the Southern Ocean (Atlantic sector), Universität Bremen, (1996).
V22-108	-43.18	-3.25	Radiolaria   Assemblage  (Transfer Function)	11.6	1.4	10	-0.9	10.6	0.98	1.40	1.89	1.40	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
RC8-39	-42.88	42.35	 Planktonic Foraminifera Assemblage  (Transfer Function)	9.9	1.1	16	-0.3	12.7	-2.80	1.10	-2.52	1.10	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
PS2489-2	-42.87	8.97	 Planktonic Foraminifera Assemblage  (Modern Analogue Technique)	10.5	1.0	4	-1.3	11.3	-0.84	1.00	0.49	1.00	Becquey, S. & Gersonde, R. Past hydrographic and climatic changes in the Subantarctic Zone of the South Atlantic – The Pleistocene record from ODP Site 1090. Palaeogeography, Palaeoclimatology, Palaeoecology 182, 221-239 (2002); Becquey, S. & Gersonde, R. A 0.55-Ma paleotemperature record from the Subantarctic zone: Implications for Antarctic Circumpolar Current development. Paleoceanography 18, doi: 10.1029/2000PA000576 (2003)
PS2076-1/3	-41.15	13.47	 Planktonic Foraminifera Assemblage  (Modern Analogue Technique)	15.2	1.0	3	-0.3	14.3	0.95	1.00	1.24	1.00	Niebler, H. S. Reconstruction of paleo-environmental parameters using stable isotopes and faunal assemblages of planktonic foraminifera in the South Atlantic Ocean. Ber. Polarforschung 167, 1-198 (1995)
ODP 177 Site 1089 / TN057-21 & PS2821	-40.93	9.89	Radiolaria   Assemblage  (Transfer Function)	18.0	1.2	12	-0.4	13.9	4.11	1.20	4.54	1.20	Cortese, G., Abelmann, A. & Gersonde, R. The last five glacial-interglacial transitions: A high-resolution 450,000-year record from the subantarctic Atlantic. Paleoceanography 22, PA4203 (2007)
RC15-61	-40.62	-77.20	Radiolaria   Assemblage  (Transfer Function)	12.6	1.8	3	-0.3	16.0	-3.37	1.80	-3.06	1.80	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
RC12-294	-37.27	-10.10	 Planktonic Foraminifera Assemblage  (Transfer Function)	19.4	1.8	17	-0.8	17.2	2.24	1.80	3.03	1.80	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
RC11-86	-35.78	18.45	 Planktonic Foraminifera Assemblage  (Transfer Function)	19.2	1.8	9	0.6	20.3	-1.06	1.80	-1.61	1.80	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
GeoB 1312	-32.00	-30.00	 Planktonic Foraminifera Assemblage  (Modern Analogue Technique)	22.5	0.8	11	-0.4	22.3	0.15	0.80	0.54	0.80	Hale, W. & Pflaumann, U. in Use of Proxies in Paleoceanography 69-90, Springer (1999)
GeoB 1309 	-32.00	-29.00	 Planktonic Foraminifera Assemblage  (Modern Analogue Technique)	21.7	0.1	6	-0.3	22.4	-0.65	0.10	-0.36	0.10	Hale, W. & Pflaumann, U. in Use of Proxies in Paleoceanography 69-90, Springer (1999)
RC17-69	-31.50	32.60	 Planktonic Foraminifera Assemblage  (Transfer Function)	24.5	1.1	6	0.3	24.6	-0.14	1.10	-0.47	1.10	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
RC13-229	-25.50	11.30	 Planktonic Foraminifera Assemblage  (Transfer Function)	21.2	1.8	9	-0.2	20.6	0.58	1.80	0.77	1.80	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
RC13-228	-22.33	11.20	Radiolaria   Assemblage  (Transfer Function)	23.9	1.8	12	-0.3	20.5	3.44	1.80	3.73	1.80	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
GL-77	-21.21	-40.05	Planktonic Foraminifera Assemblage (Artificial Neural Network)	26.5	1.0	8	-1.1	26.1	0.38	1.00	1.45	1.00	Petro, S. M., Pivel, M. A. G. & Coimbra, J. C. Paleoceanographic changes through the last 130 ka in the western South Atlantic based on planktonic foraminfera. Revista Brasileira de Paleontologia 19, 3-14 (2016)
V28-345	-17.67	117.95	 Planktonic Foraminifera Assemblage  (Transfer Function)	27.7	1.1	11	0.1	28.7	-1.05	1.10	-1.19	1.10	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
V19-53	-17.02	-113.52	 Planktonic Foraminifera Assemblage  (Transfer Function)	29.4	1.5	3	-0.1	25.5	3.90	1.50	3.98	1.50	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
Y71-6-12	-16.45	-77.57	Radiolaria   Assemblage  (Transfer Function)	22.4	1.5	12	0.4	22.6	-0.24	1.50	-0.66	1.50	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
RC17-98	-13.22	65.62	 Planktonic Foraminifera Assemblage  (Transfer Function)	27.4	1.1	6	0.3	28.2	-0.77	1.10	-1.07	1.10	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
V22-174	-10.07	-12.82	 Planktonic Foraminifera Assemblage  (Transfer Function)	26.2	1.2	15	0.2	25.3	0.89	1.20	0.66	1.20	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
V22-38	-9.55	-34.25	 Planktonic Foraminifera Assemblage  (Transfer Function)	27.2	1.8	12	-0.4	27.9	-0.67	1.80	-0.28	1.80	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
RC11-230	-8.80	-110.80	Radiolaria   Assemblage  (Transfer Function)	27.0	1.8	6	-0.6	25.4	1.60	1.80	2.16	1.80	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
GeoB 2204	-8.53	-34.02	 Planktonic Foraminifera Assemblage  (Modern Analogue Technique)	27.6	0.1	6	-0.9	27.9	-0.28	0.10	0.64	0.10	Hale, W. & Pflaumann, U. in Use of Proxies in Paleoceanography 69-90, Springer (1999)
RC24-16	-5.04	-10.19	 Planktonic Foraminifera Assemblage  (Transfer Function)	26.6	1.3	6	-0.8	26.4	0.17	1.25	1.01	1.25	McIntyre, A., Ruddiman, W. F., Karlin, K. & Mix, A. C. Surface water response of the equatorial Atlantic Ocean to orbital forcing. Paleoceanography 4, 19-55 (1989); Imbrie, J., McIntyre, A. & Mix, A. in Climate and Geosciences, 121-164 (Springer, 1989)
V19-29	-3.57	-83.93	Radiolaria   Assemblage  (Transfer Function)	24.4	1.6	12	1.4	24.4	0.02	1.60	-1.37	1.60	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
V25-56	-3.55	-35.23	 Planktonic Foraminifera Assemblage  (Revised Analog Method)	27.5	1.5	10	-0.9	27.7	-0.16	1.50	0.74	1.50	Waelbroeck, C., Labeyrie, L., Duplessy, J. C., Guiot, J., Labracherie, M., Leclaire, H., & Duprat, J. Improving past sea surface temperature estimates based on planktonic fossil faunas. Paleoceanography and Paleoclimatology, 13(3), 272-283 (1998)
RC13-205	-2.28	5.18	 Planktonic Foraminifera Assemblage  (Transfer Function)	26.8	1.3	5	2.2	27.8	-0.97	1.30	-3.15	1.30	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
V22-182	-0.55	-17.27	Coccolithophore Assemblage  (Transfer Function)	26.4	1.8	6	2.4	26.8	-0.45	1.80	-2.83	1.80	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
A180-73	0.00	-0.38	 Planktonic Foraminifera Assemblage  (Transfer Function)	26.7	0.9	3	3.3	28.1	-1.36	0.90	-4.64	0.90	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
V30-40	0.22	-23.07	 Planktonic Foraminifera Assemblage  (Transfer Function)	25.5	1.5	15	1.5	27.1	-1.64	1.50	-3.17	1.50	McIntyre, A., Ruddiman, W. F., Karlin, K. & Mix, A. C. Surface water response of the equatorial Atlantic Ocean to orbital forcing. Paleoceanography 4, 19-55 (1989); Imbrie, J., McIntyre, A. & Mix, A. in Climate and Geosciences, 121-164 (Springer, 1989)
RC10-65	0.68	-108.62	Radiolaria   Assemblage  (Transfer Function)	26.1	1.5	6	3.2	24.6	1.49	1.50	-1.69	1.50	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
V28-238	1.02	160.48	 Planktonic Foraminifera Assemblage  (Transfer Function)	29.7	1.5	18	-0.3	29.3	0.42	1.50	0.68	1.50	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
V25-59	1.22	-33.29	 Planktonic Foraminifera Assemblage  (Revised Analog Method)	26.8	0.7	42	-0.4	27.4	-0.64	0.70	-0.28	0.70	Waelbroeck, C., Labeyrie, L., Duplessy, J. C., Guiot, J., Labracherie, M., Leclaire, H., & Duprat, J. Improving past sea surface temperature estimates based on planktonic fossil faunas. Paleoceanography and Paleoclimatology, 13(3), 272-283 (1998)
RC11-210	1.82	-140.05	Radiolaria   Assemblage  (Transfer Function)	27.5	1.5	7	0.5	26.1	1.40	1.50	0.93	1.50	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
GeoB 1523-1	3.83	-41.62	 Planktonic Foraminifera Assemblage (Modern Analogue Technique)	27.6	1.0	22	-1.2	27.5	0.10	1.00	1.32	1.00	Wolff, T., Grieger, B., Hale, W., Dürkoop, A., Mulitza, S., Pätzold, J., & Wefer, G. On the reconstruction of paleosalinities. In Use of Proxies in Paleoceanography (pp. 207-228). Springer, Berlin, Heidelberg (1999)
