# Global Ocean Last Interglacial Sea Surface Temperature Reconstructions
#----------------------------------------------------------------------- 
#                World Data Service for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------------------------- 
# Template Version 3.0
# Encoding: UTF-8
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
# Online_Resource: https://www.ncdc.noaa.gov/paleo/study/26851 
#       Description: NOAA Landing Page
# Online_Resource: https://www1.ncdc.noaa.gov/pub/data/paleo/reconstructions/turney2021/turney2021early-lig-sst-ann.txt
#       Description: NOAA location of the template
#
# Original_Source_URL:  
#       Description:
# 
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Climate Reconstructions
#
# Dataset DOI: 
#
# Parameter_Keywords: sea surface temperature
#--------------------
# Contribution_Date
#	Date: 2019-07-03
#--------------------
# File_Last_Modified_Date
#	Date: 2020-10-27 
#--------------------
# Title
# 	Study_Name: Global Ocean Last Interglacial Sea Surface Temperature Reconstructions
#--------------------
# Investigators
#	Investigators: Turney, C.S.M; Jones, R.T.; McKay, N.P.; van Sebille, E.; Thomas, Z.A.; Hillenbrand, C.-D.; Fogwill, C.J.
#--------------------
# Description_Notes_and_Keywords
#	Description: Compilation of published sea surface temperature reconstructions for the Last Interglacial 
#	interval (LIG; ~129,000-116,000 years before present). 
#	Version: 14 October 2020 (replaces 11 December 2019 and 3 July 2019 versions)
#	Reconstructions of Last Interglacial annual (189 sites), December-January-February (DJF; 99 sites), 
#	and June-July-August (JJA; 92 sites) SST's, plus maximum annual SST estimates during the early LIG 
#	(129-124 ka; 189 sites), and comparison of annual SST estimates for the early LIG (129-124 ka)  
#	with late Marine Isotope Stage 6 (140-135 kyr) (54 sites). 
#	For the DJF estimates, we have assumed a thermal equator of 5 degrees North, 
#	where sites above this latitude 'Summer' = JJA, and 'Winter' = DJF
#	Sites south of this line have 'Summer' (warmer temps) = DJF and 'Winter' (cooler temps) = JJA
# 
#	Notes: ***Drift correction has not been applied to the two coral sites  
#	***Drift correction could not be applied to four sites in a land box when located using OFES.
#
# 						
# Sheet 1. Early and average LIG annual sea surface temperatures (global and latitudinal averages) and thermal expansion contribution to Global Mean Sea Level 						
# 						
# Early max annual SSTs, C 	Global Average SST	Tropics (-23.5 to 23.5)	North of 45N	South of 45S	North of 50N	South of 50S
# Uncorrected	0.9	0.1	3.2	1.5	3.8	3.7
# 30-day drift	0.9	0.1	2.8	2.1	3.2	3.7
# Uncertainty (1sd)	0.1	0.2	0.4	0.3	0.4	1.1
# 						
# Annual SSTs, C 	Global Average SST	Tropics (-23.5 to 23.5)	North of 45N	South of 45S	North of 50N	South of 50S
# Uncorrected	0.2	-0.3	2.0	0.2	2.8	2.7
# 30-day drift	0.2	-0.3	1.5	0.8	2.3	2.7
# Uncertainty (1sd)	0.1	0.2	0.4	0.3	0.4	1.1
# 						
# Ocean thermal expansion, m	Max annual SST, early LIG	Mean annual SST				
# Uncorrected	0.36	0.05				
# 30-day drift	0.39	0.08				
# Uncertainty (1sd)	0.10	0.10				
# 
#--------------------
# Publication 
#	Authors: Chris S.M. Turney, Richard T. Jones, Nicholas P. McKay, Erik van Sebille, Zoë A. Thomas, Claus-Dieter Hillenbrand, Christopher J. Fogwill
#	Published_Date_or_Year: 2021 in press     
#	Published_Title: A global mean sea-surface temperature dataset for the Last Interglacial (129-116 kyr) and contribution of thermal expansion to sea-level change
#	Journal_Name: Earth System Science Data 
#	Volume: 
#	Edition: 
#	Issue: 
#	Pages:
#	Report_Number: 
#	DOI: 
#	Online_Resource: 
#	Full_Citation: 
#	Abstract: A valuable analogue for assessing Earth's sensitivity to warming is the Last Interglacial (LIG; 129-116 kyr), when global temperatures (0-+2 C) and mean sea level (+6-11 m) were higher than today. The direct contribution of warmer conditions to global sea level (thermosteric) are uncertain. We report here a global network of LIG sea surface temperatures (SST) obtained from various published temperature proxies (e.g. faunal/floral assemblages, Mg/Ca ratios of calcareous plankton, alkenone UK'37). Each reconstruction is averaged across the LIG (anomalies relative to 1981-2010), corrected for ocean drift and with varying seasonality (189 annual, 99 December-February, and 92 June-August records). We summarise the current limitations of SST reconstructions for the LIG and the spatial temperature features of a naturally warmer world. Because of local d18O seawater changes, uncertainty in the age models of marine cores, and differences in sampling resolution and/or sedimentation rates, the reconstructions are restricted to mean conditions. To avoid bias towards individual LIG SSTs based on only a single (and potentially erroneous) measurement or a single interpolated data point, here we average across the entire LIG. To investigate the sensitivity of the reconstruction to high temperatures, we also report maximum values during the first 5 ka of the LIG (129-124 kyr). The global dataset provides a remarkably coherent pattern of higher SST increases at polar latitudes than in the tropics, with comparable estimates between different SST proxies. We report mean global annual SST anomalies of 0.2 ± 0.1 C and a maximum of 0.9 ± 0.2 C respectively. Using the reconstructed SSTs suggests a mean thermosteric sea level rise of 0.01 ± 0.1 m and a maximum of 0.13 ± 0.1 m respectively. The data provide an important natural baseline for a warmer world, constraining the contributions of Greenland and Antarctic ice sheets to global sea level during a geographically widespread expression of high sea level, and can be used to test the next inter-comparison of models for projecting future climate change.
#------------------
# Funding_Agency 
#	Funding_Agency_Name: 
#	Grant: 
#------------------
# Site_Information 
#	Site_Name: Global Ocean 
#	Location: Global
#	Country:  
#	Northernmost_Latitude: 90
# 	Southernmost_Latitude: -80
# 	Easternmost_Longitude: 180
# 	Westernmost_Longitude: -180
# 	Elevation:  0 m
#------------------
# Data_Collection   
#	Collection_Name: Turney2021LIGSST
#	Earliest_Year: 129000
#	Most_Recent_Year: 116000
#	Time_Unit: Cal. Year BP
#	Core_Length: 
#	Notes: 
#------------------
# Chronology_Information
#	Chronology: 
# 	
#----------------	
Site Name/Core	Latitude (decimal)	Longitude  (decimal)	Method of temperature estimate	Early LIG maximum annual temperature estimate	±1 sd	30 days mean temp along trajectory minus mean temp at site	SST 1981-2010 'Modern' Annual (Jan-Dec)	Annual LIG temperature anomaly (no drift), °C	±1 sd	Annual LIG temperature anomaly (30 day drift), °C	±1 sd	References
V22-108	-43.18	-3.25	Radiolaria   Assemblage  (Transfer Function)	13.9	1.3	-0.9	9.7	4.20	1.25	5.11	1.25	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
ODP 177-1090	-42.91	8.90	Alkenone	17.1	1.5	-1.4	10.5	6.60	1.50	8.02	1.50	Martínez-Garcia, A., Rosell-Melé, A., McClymont, E. L., Gersonde, R. & Haug, G. H. Subpolar link to the emergence of the modern equatorial Pacific cold tongue. Science 328, 1550-1553 (2010)
RC8-39	-42.88	42.35	 Planktonic Foraminifera Assemblage  (Transfer Function)	10.4	1.2	-0.3	11.3	-0.89	1.20	-0.61	1.20	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
PS2489-2	-42.87	8.97	Alkenone	17.1	1.5	-1.3	10.5	6.60	1.50	7.93	1.50	Fietz, S., Ho, S. L., Huguet, C., Rosell-Melé, A. & Martínez-García, A. Appraising GDGT-based seawater temperature indices in the Southern Ocean. Organic Geochemistry 102, 93-105 (2016); Martínez-Garcia, A. et al. Links between iron supply, marine productivity, sea surface temperature, and CO2 over the last 1.1 Ma. Paleoceanography 24, doi: 10.1029/2008PA001657 (2009)
SO136-GC3	-42.30	169.88	Alkenone	15.1	1.5	0.0	14.9	0.17	1.50	0.14	1.50	Barrows, T. T., Juggins, S., De Deckkker, P., Calvo, E. & Pelejero, C. Long-term sea surface temperature and climate change in the AustralianNew Zealand region. Paleoceanography 22, doi:10.1029/2006PA001328 (2007)
ODP1123	-41.78	-171.50	 Planktonic Foraminifera Assemblage  (Random Forest Model)	16.2	2.4	-0.3	14.7	1.50	2.38	1.76	2.38	Cortese, G. et al. Southwest Pacific Ocean response to a warmer world: Insights from Marine Isotope Stage 5e. Paleoceanography 28, 585-598 (2013); Hall, I. R., McCave, I. N., Shackleton, N. J., Weedon, G. P. & Harris, S. E. Intensified deep Pacific inflow and ventiliation in Pleistocene glacial times. Nature 412, 809-812 (2001)
PS2076-1/3	-41.15	13.47	 Planktonic Foraminifera Assemblage  (Modern Analogue Technique)	13.7	1.0	-0.3	13.4	0.29	1.00	0.58	1.00	Niebler, H. S. Reconstruction of paleo-environmental parameters using stable isotopes and faunal assemblages of planktonic foraminifera in the South Atlantic Ocean. Ber. Polarforschung 167, 1-198 (1995)
RC15-61	-40.62	-77.20	Radiolaria   Assemblage  (Transfer Function)	9.0	2.1	-0.3	13.9	-4.94	2.10	-4.63	2.10	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
DSDP 593	-40.51	167.68	Alkenone	18.1	1.5	-0.2	15.5	2.59	1.50	2.81	1.50	McClymont, E. L. et al. Pliocene-Pleistocene evolution of sea surface and intermediate water temperatures from the southwest Pacific. Paleoceanography 31, 895-913 (2016)
MD97-2121	-40.38	177.99	Alkenone	21.4	1.5	0.1	15.6	5.80	1.50	5.72	1.50	Pahnke, K. & Sachs, J. P. Sea surface temperatures of southern midlatitudes 0-160 kyr B.P. Paleoceanography 21, doi: 10.1029/2005PA001191 (2006)
RC12-294	-37.27	-10.10	 Planktonic Foraminifera Assemblage  (Transfer Function)	18.3	1.9	-0.8	15.4	2.86	1.90	3.65	1.90	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
RC11-86	-35.78	18.45	 Planktonic Foraminifera Assemblage  (Transfer Function)	17.5	1.6	0.6	18.4	-0.89	1.60	-1.44	1.60	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
GeoB 3603-2	-35.13	17.55	Alkenone	23.5	1.5	0.3	18.4	5.13	1.50	4.80	1.50	Schneider, R. R., Müller, P. J. & Acheson, R. in Reconstructing Ocean History: A Window into the Future 33-55 (Kluwer Academic/Plenum Publishers, 1999)
MD02-2594	-34.71	17.34	 Planktonic Foraminifera (G. bulloides) Mg/Ca	17.1	1.1	0.4	18.0	-0.94	1.10	-1.32	1.10	Méndez, G. M. Surface and Deep Circulation off South Africa: Agulhas Leakage Influence on the Meridional Overturning Circulation During the Last 345 kyr, Universitat Autònoma de Barcelona, (2008)
P71	-33.86	174.69	 Planktonic Foraminifera Assemblage  (Random Forest Model)	19.2	1.0	0.1	19.0	0.16	1.00	0.08	1.00	Cortese, G. et al. Southwest Pacific Ocean response to a warmer world: Insights from Marine Isotope Stage 5e. Paleoceanography 28, 585-598 (2013)
Z2108	-33.38	161.62	 Planktonic Foraminifera Assemblage  (Random Forest Model)	22.1	0.6	0.7	20.2	1.92	0.62	1.26	0.62	Cortese, G. et al. Southwest Pacific Ocean response to a warmer world: Insights from Marine Isotope Stage 5e. Paleoceanography 28, 585-598 (2013)
GeoB 1312	-32.00	-30.00	 Planktonic Foraminifera Assemblage  (Modern Analogue Technique)	21.3	1.0	-0.4	20.4	0.92	1.00	1.31	1.00	Hale, W. & Pflaumann, U. in Use of Proxies in Paleoceanography 69-90 (Springer, 1999)
GeoB 1309 	-32.00	-29.00	 Planktonic Foraminifera Assemblage  (Modern Analogue Technique)	19.8	1.0	-0.3	20.4	-0.57	1.00	-0.28	1.00	Hale, W. & Pflaumann, U. in Use of Proxies in Paleoceanography 69-90 (Springer, 1999)
RC17-69	-31.50	32.60	 Planktonic Foraminifera Assemblage  (Transfer Function)	23.7	1.2	0.3	23.0	0.75	1.20	0.42	1.20	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
GeoB 1722-1	-29.45	11.75	Alkenone	21.7	1.5	-0.5	18.9	2.84	1.50	3.34	1.50	Jahn, B. Mid to Late Pleistocene variations of marine productivity in and terrigenous input to the southeast Atlantic, Universita¨t Bremen, (2002)
RC13-229	-25.50	11.30	 Planktonic Foraminifera Assemblage  (Transfer Function)	18.6	1.6	-0.2	18.9	-0.27	1.60	-0.08	1.60	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
GeoB 1710-3	-23.43	11.70	Alkenone	21.2	1.5	0.0	18.8	2.42	1.50	2.39	1.50	Kirst, G. J., Schneider, R. R., P.J., M., von Storch, I. & Wefer, G. Late Quaternary temperature variability in the Benguela Current system derived from alkenones. Quaternary Research 52, 92-103 (1999)
GeoB 1711-4	-23.32	12.38	Alkenone	21.1	1.5	0.4	17.9	3.18	1.50	2.81	1.50	Kirst, G. J., Schneider, R. R., P.J., M., von Storch, I. & Wefer, G. Late Quaternary temperature variability in the Benguela Current system derived from alkenones. Quaternary Research 52, 92-103 (1999)
GeoB 1712-4	-23.26	12.81	Alkenone	20.2	1.5	0.4	17.9	2.28	1.50	1.92	1.50	Kirst, G. J., Schneider, R. R., P.J., M., von Storch, I. & Wefer, G. Late Quaternary temperature variability in the Benguela Current system derived from alkenones. Quaternary Research 52, 92-103 (1999)
MD97-2125	-22.57	161.73	Alkenone	27.0	1.0	0.2	24.4	2.57	1.00	2.40	1.00	Tachikawa, K., Vidal, L., Sonzogni, C. & Bard, E. Glacial/interglacial sea surface temperature changes in the Southwest Pacific ocean over the past 360ka. Quaternary Science Reviews 28, 1160-1170 (2009)
RC13-228	-22.33	11.20	Radiolaria   Assemblage  (Transfer Function)	25.1	1.9	-0.3	18.7	6.38	1.90	6.67	1.90	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
Ningaloo Reef 	-21.96	113.92	Coral Sr/Ca	24.0	1.0		25.5	-1.51	1.00	-1.51	1.00	McCulloch, M. T. & Esat, T. The coral record of last interglacial sea levels and sea surface temperatures. Chemical Geology (Isotope Geoscience Section) 169, 107-129- (2000)
GL-77	-21.21	-40.05	Planktonic Foraminifera Assemblage (Artificial Neural Network)	26.1	1.0	-1.1	25.0	1.11	1.00	2.18	1.00	Petro, S. M., Pivel, M. A. G. & Coimbra, J. C. Paleoceanographic changes through the last 130 ka in the western South Atlantic based on planktonic foraminfera. Revista Brasileira de Paleontologia 19, 3-14 (2016)
GeoB 1028-5	-20.10	9.19	Alkenone	23.4	1.5	0.2	19.7	3.69	1.50	3.47	1.50	Schneider, R. R., Müller, P. J. & Acheson, R. in Reconstructing Ocean History: A Window into the Future 33-55 (Kluwer Academic/Plenum Publishers, 1999)
V28-345	-17.67	117.95	 Planktonic Foraminifera Assemblage  (Transfer Function)	27.0	1.2	0.1	27.6	-0.61	1.20	-0.75	1.20	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
TG7	-17.25	-78.10	Alkenone	21.8	1.5	-0.7	20.5	1.31	1.50	1.96	1.50	Calvo, E., Pelejero, C., Herguera, J. C., Palanques, A. & Grimalt, J. O. Insolation dependence of the southeastern Subtropical Pacific sea surface temperature over the last 400 kyrs. Geophysical Research Letters 28, 2481-2484 (2001)
V19-53	-17.02	-113.52	 Planktonic Foraminifera Assemblage  (Transfer Function)	28.5	2.3	-0.1	24.9	3.61	2.25	3.69	2.25	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
ODP 820	-16.63	146.30	Alkenone	28.3	1.5	-0.7	26.7	1.63	1.50	2.29	1.50	Lawrence, K. T. & Herbert, T. D. Late Quaternary sea-surface temperatures in the western Coral Sea: Implications for the growth of the Australian Great Barrier Reef. Geology 33, 677-680 (2005)
Y71-6-12	-16.45	-77.57	Radiolaria   Assemblage  (Transfer Function)	23.4	1.5	0.4	20.3	3.11	1.50	2.69	1.50	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
RC17-98	-13.22	65.62	 Planktonic Foraminifera Assemblage  (Transfer Function)	26.3	1.2	0.3	26.9	-0.65	1.20	-0.95	1.20	CLIMAP. The Last Interglacial ocean. Quaternary Research 21, 123-224 (1984)
